# Number of PhyReg 2048 Issue Width 8
# ROB size, Ipc, Total Cycles
8     1.59195     6281593
16    2.187       4572469
32    2.81952     3546702
64    3.37683     2961356
128   3.649       2740479
256   3.72095     2687483
512   3.72611     2683765
1024  3.72619     2683705
