# collected on short traces
# log(predictor size) gehl with alpha = 1.2, 1.5, 2, 3
# first column is percent of mis predictions, second column is standard deviation
9	16.37	12.75	16.42	12.82	16.42	13.53	17.78	14.07
10	14.77	11.16	14.19	11.39	13.94	12.29	15.01	12.69
11	11.64	9.28	11.47	9.49	11.36	10.67	12.28	11.36
12	10.13	7.77	9.60	7.76	9.31	8.82	10.13	9.71
13	9.64	7.01	8.43	6.86	7.75	7.64	8.38	8.37
14	8.76	6.80	7.68	6.25	6.57	6.97	7.23	7.64
15	8.47	6.52	7.33	5.89	6.38	6.46	6.61	7.23
16	8.48	6.60	7.17	5.72	5.93	6.19	6.17	6.88
17	8.51	6.53	6.96	5.54	5.64	5.87	5.82	6.49
